T,p,q
1633722855,208.39,2
1633722856,208.38,1
1633722861,208.32,2
1633722863,208.32,1
1633722867,208.29,5
1633722867,208.29,2
1633722876,208.27,1
1633722879,208.28,1
1633722909,208.39,4
1633722915,208.39,2
1633722943,208.41,6
1633722944,208.4,1
1633722948,208.43,1
1633722957,208.36,2
1633722969,208.35,1
1633722987,208.35,6
1633723000,208.38,7
1633723004,208.37,5
1633723005,208.37,1
1633723008,208.35,3
1633723021,208.32,5
1633723021,208.32,1
1633723043,208.35,3
1633723048,208.37,2
1633723049,208.37,1
1633723057,208.37,2
1633723062,208.4,8
1633723062,208.4,10
1633723073,208.4,2
1633723080,208.38,9
1633723080,208.38,1
1633723082,208.43,2
1633723083,208.43,1
1633723086,208.45,1
1633723087,208.43,5
1633723094,208.4,4
1633723094,208.4,1
1633723103,208.4,3
1633723104,208.4,1
1633723110,208.43,3
1633723116,208.38,5
1633723120,208.38,1
1633723125,208.37,1
1633723125,208.37,4
1633723126,208.37,2
1633723126,208.37,3
1633723127,208.37,1
1633723133,208.39,5
1633723136,208.37,1
1633723142,208.36,26
1633723144,208.32,1
1633723147,208.32,1
1633723148,208.32,3
1633723150,208.32,2
1633723151,208.32,1
1633723154,208.31,1
1633723166,208.22,5
1633723172,208.23,1
1633723175,208.18,1
1633723175,208.18,2
1633723176,208.18,3
1633723176,208.18,1
1633723188,208.15,4
1633723195,208.12,4
1633723200,208.26,1
1633723201,208.31,8032
1633723201,208.31,1
1633723202,208.31,8
1633723203,208.31,40
1633723203,208.31,51
1633723208,208.31,3
1633723210,208.31,7
1633723210,208.31,40
1633723211,208.31,111
1633723211,208.31,14
1633723300,208.31,5
1633723339,208.31,3
1633723341,208.31,12
1633723345,208.31,3
1633723347,208.31,16
1633723349,208.31,1020
1633723352,208.31,95
1633723354,208.31,43
1633723363,208.31,20
1633723364,208.31,205
1633723366,208.31,32
1633723367,208.31,830
1633723369,208.31,1
1633723370,208.31,7
1633723371,208.31,1
1633723371,208.31,419
1633723372,208.31,2
1633723721,208,10
1633723806,208.03,1
1633724328,207.86,1
1633724446,207.9,3
1633724982,207.91,5
1633725166,207.9,2
1633725177,207.9,1
1633725189,207.9,2
1633725192,207.9,4
1633725198,207.9,2
1633725198,207.9,10
1633725199,207.9,1
1633725229,207.82,10
1633725230,207.82,1
1633725230,207.82,8
1633726469,207.87,3
1633726470,207.87,2
1633726471,207.87,1
1633726498,207.87,2
1633726509,207.87,1
