T,p,q
1633702850,143.88,1
1633702853,143.88,2
1633702854,143.88,1
1633702854,143.88,5
1633702855,143.88,1
1633702863,143.83,1
1633702866,143.8,1
1633702866,143.8,2
1633702873,143.82,5
1633702873,143.82,1
1633702877,143.84,2
1633702879,143.85,1
1633702882,143.87,2
1633702882,143.87,1
1633702883,143.87,2
1633702884,143.87,1
1633702889,143.83,2
1633702891,143.82,3
1633702892,143.81,2
1633702895,143.82,7
1633702899,143.84,5
1633702900,143.85,4
1633702901,143.85,44
1633702901,143.85,2
1633702902,143.85,1
1633702907,143.9,2
1633702908,143.9,1
1633702908,143.9,44
1633702910,143.9,5
1633702911,143.93,4
1633702913,143.91,5
1633702921,143.93,5
1633702922,143.91,1
1633702925,143.94,1
1633702930,143.94,17
1633702930,143.94,1
1633702937,143.91,8
1633702939,143.89,1
1633702941,143.89,45
1633702942,143.88,2
1633702944,143.9,40
1633702945,143.9,1
1633702952,143.91,2
1633702952,143.9,1
1633702954,143.9,2
1633702955,143.9,1
1633702957,143.9,2
1633702958,143.9,1
1633702958,143.9,2
1633702959,143.9,1
1633702961,143.9,1
1633702961,143.9,2
1633702965,143.88,4
1633702966,143.88,1
1633702968,143.89,5
1633702969,143.89,1
1633702970,143.91,1
1633702971,143.91,4
1633702972,143.91,1
1633702973,143.9,1
1633702977,143.89,2
1633702977,143.89,1
1633702986,143.86,7
1633702986,143.86,1
1633702989,143.89,1
1633702990,143.91,4
1633702993,143.91,2
1633702993,143.91,8
1633702995,143.92,1
1633702997,143.92,1
1633702998,143.91,1
1633703000,143.9,4
1633703001,143.9,5
1633703004,143.88,3
1633703011,143.9,1
1633703012,143.9,2
1633703014,143.9,1
1633703015,143.9,15
1633703016,143.91,2
1633703018,143.9,1
1633703018,143.9,5
1633703020,143.88,1
1633703022,143.89,5
1633703023,143.9,1
1633703024,143.9,10
1633703025,143.89,1
1633703027,143.88,3
1633703028,143.88,1
1633703031,143.85,2
1633703032,143.85,1
1633703033,143.85,4
1633703039,143.82,1
1633703040,143.82,4
1633703041,143.83,1
1633703042,143.83,5
1633703043,143.83,62
1633703044,143.82,1
1633703045,143.82,10
1633703046,143.82,7
1633703048,143.79,1
1633703055,143.8,3
1633703056,143.8,20
1633703057,143.8,2
1633703057,143.8,1
1633703063,143.81,1
1633703067,143.8,10
1633703067,143.8,2
1633703070,143.76,71
1633703071,143.77,1
1633703073,143.77,1
1633703074,143.77,5
1633703075,143.8,2
1633703076,143.8,1
1633703079,143.79,4
1633703080,143.78,32
1633703080,143.78,1
1633703082,143.79,5
1633703082,143.79,1
1633703085,143.77,1
1633703088,143.75,3
1633703090,143.77,9
1633703091,143.77,1
1633703092,143.77,2
1633703094,143.74,6
1633703094,143.74,1
1633703095,143.74,12
1633703097,143.76,9
1633703098,143.75,1
1633703101,143.75,1
1633703101,143.75,15
1633703102,143.75,1
1633703103,143.74,4
1633703104,143.74,3
1633703110,143.76,5
1633703112,143.79,1
1633703115,143.76,17
1633703124,143.79,2
1633703124,143.79,1
1633703131,143.78,2
1633703132,143.78,1
1633703133,143.77,2
1633703135,143.75,34
1633703136,143.75,20
1633703136,143.75,17
1633703137,143.75,2
1633703141,143.7,2
1633703148,143.69,1
1633703151,143.73,1
1633703153,143.74,8
1633703155,143.75,1
1633703156,143.73,4
1633703157,143.71,5
1633703158,143.71,1
1633703159,143.69,7
1633703160,143.68,1
1633703161,143.67,5
1633703164,143.73,1
1633703166,143.74,1
1633703169,143.71,3
1633703170,143.71,5
1633703170,143.71,1
1633703172,143.71,2
1633703172,143.71,1
1633703173,143.73,2
1633703178,143.76,3
1633703181,143.77,2
1633703184,143.76,1
1633703184,143.76,7
1633703186,143.76,1
1633703187,143.76,2
1633703188,143.77,3
1633703198,143.74,7
1633703200,143.75,5
1633703200,143.75,3
1633703201,143.75,16
1633703205,143.73,1
1633703218,143.74,5
1633703218,143.74,1
1633703220,143.73,2
1633703226,143.72,1
1633703228,143.72,2
1633703230,143.7,1
1633703234,143.72,5
1633703237,143.7,1
1633703237,143.71,1
1633703241,143.74,3
1633703242,143.74,2
1633703242,143.74,1
1633703244,143.74,3
1633703246,143.74,1
1633703251,143.74,1
1633703252,143.74,25
1633703254,143.73,2
1633703258,143.7,3
1633703259,143.7,1
1633703260,143.7,10
1633703261,143.7,1
1633703266,143.72,1
1633703275,143.74,1
1633703276,143.74,17
1633703279,143.74,5
1633703280,143.74,1
1633703282,143.71,1
1633703284,143.7,2
1633703292,143.71,5
1633703303,143.73,5
1633703312,143.75,4
1633703312,143.75,20
1633703313,143.75,1
1633703315,143.74,8
1633703317,143.75,5
1633703319,143.74,1
1633703327,143.79,17
1633703329,143.79,5
1633703330,143.79,5
1633703335,143.76,2
1633703336,143.76,1
1633703339,143.76,4
1633703340,143.76,8
1633703340,143.76,1
1633703341,143.76,3
1633703342,143.76,1
1633703343,143.74,10
1633703344,143.74,1
1633703345,143.74,2
1633703347,143.76,2
1633703351,143.73,1
1633703353,143.74,2
1633703356,143.74,5
1633703356,143.74,1
1633703360,143.74,11
1633703361,143.74,3
1633703362,143.74,1
1633703364,143.74,2
1633703366,143.76,2
1633703366,143.76,3
1633703371,143.75,2
1633703374,143.76,1
1633703374,143.76,2
1633703375,143.76,40
1633703377,143.79,20
1633703379,143.79,5
1633703383,143.79,1
1633703384,143.77,4
1633703390,143.77,2
1633703391,143.76,2
1633703393,143.72,1
1633703394,143.72,4
1633703396,143.72,3
1633703397,143.7,1
1633703402,143.79,6
1633703402,143.79,1
1633703406,143.82,1
1633703407,143.82,2
1633703408,143.8,15
1633703410,143.79,8
1633703410,143.79,1
1633703412,143.81,1
1633703423,143.76,3
1633703426,143.75,2
1633703429,143.76,1
1633703430,143.75,3
1633703431,143.75,1
1633703435,143.74,2
1633703438,143.71,12
1633703439,143.71,1
1633703440,143.73,1
1633703443,143.72,17
1633703444,143.72,1
1633703460,143.82,32
1633703462,143.83,4
1633703466,143.78,1
1633703468,143.79,1
1633703471,143.79,1
1633703474,143.79,1
1633703478,143.82,17
1633703480,143.82,6
1633703482,143.86,3
1633703485,143.83,2
1633703486,143.84,1
1633703488,143.83,1
1633703493,143.84,3
1633703493,143.84,1
1633703494,143.84,3
1633703497,143.81,5
1633703498,143.81,1
1633703500,143.81,5
1633703501,143.8,1
1633703502,143.79,9
1633703504,143.79,20
1633703505,143.79,1
1633703505,143.79,4
1633703513,143.78,17
1633703513,143.78,1
1633703518,143.76,3
1633703526,143.78,1
1633703528,143.78,1
1633703529,143.82,3
1633703531,143.79,1
1633703534,143.79,1
1633703536,143.79,3
1633703536,143.79,17
1633703540,143.78,1
1633703547,143.77,2
1633703552,143.79,2
1633703558,143.79,3
1633703559,143.79,5
1633703559,143.79,1
1633703560,143.79,3
1633703567,143.77,5
1633703569,143.75,8
1633703570,143.75,1
1633703570,143.75,20
1633703579,143.74,1
1633703580,143.74,5
1633703581,143.74,1
1633703583,143.72,1
1633703584,143.72,5
1633703585,143.7,1
1633703587,143.7,5
1633703589,143.71,10
1633703594,143.7,2
1633703596,143.68,2
1633703597,143.69,45
1633703597,143.69,50
1633703598,143.69,1
1633703603,143.66,1
1633703604,143.66,3
1633703604,143.66,1
1633703605,143.64,3
1633703606,143.63,2
1633703607,143.65,1
1633703609,143.64,1
1633703612,143.64,1
1633703615,143.65,2
1633703619,143.65,17
1633703620,143.65,1
1633703621,143.65,2
1633703627,143.65,1
1633703629,143.65,4
1633703630,143.65,1
1633703632,143.64,5
1633703633,143.64,1
1633703635,143.64,1
1633703639,143.62,5
1633703639,143.62,3
1633703642,143.61,2
1633703643,143.62,2
1633703644,143.62,70
1633703645,143.61,1
1633703646,143.6,5
1633703646,143.6,1
1633703648,143.59,10
1633703649,143.6,2
1633703650,143.6,1
1633703653,143.58,20
1633703654,143.59,5
1633703655,143.59,2
1633703656,143.58,3
1633703657,143.59,1
1633703659,143.57,1
1633703659,143.57,5
1633703660,143.57,17
1633703661,143.57,1
1633703663,143.57,5
1633703667,143.55,5
1633703668,143.55,1
1633703671,143.56,3
1633703671,143.57,1
1633703676,143.56,1
1633703677,143.55,1
1633703679,143.55,6
1633703679,143.55,6
1633703679,143.57,5
1633703680,143.56,1
1633703681,143.57,2
1633703683,143.57,2
1633703686,143.57,1
1633703688,143.57,28
1633703689,143.58,1
1633703695,143.54,1
1633703697,143.52,1
1633703698,143.49,1
1633703701,143.52,3
1633703703,143.52,1
1633703706,143.52,1
1633703708,143.56,16
1633703723,143.53,1
1633703723,143.54,1
1633703723,143.54,5
1633703724,143.54,1
1633703728,143.54,2
1633703731,143.54,5
1633703732,143.53,8
1633703733,143.53,1
1633703734,143.54,2
1633703735,143.55,5
1633703738,143.55,2
1633703740,143.56,1
1633703740,143.56,8
1633703741,143.56,1
1633703743,143.57,2
1633703745,143.56,1
1633703746,143.55,2
1633703746,143.55,27
1633703747,143.55,1
1633703748,143.54,62
1633703749,143.54,1
1633703752,143.55,4
1633703753,143.55,1
1633703755,143.54,2
1633703757,143.57,1
1633703758,143.55,1
1633703759,143.55,10
1633703760,143.54,2
1633703762,143.55,4
1633703763,143.55,5
1633703763,143.55,12
1633703771,143.52,1
1633703775,143.51,1
1633703776,143.53,2
1633703777,143.53,1
1633703777,143.53,3
1633703778,143.53,2
1633703784,143.52,7
1633703785,143.52,1
1633703792,143.49,2
1633703792,143.49,3
1633703793,143.49,1
1633703793,143.49,5
1633703794,143.5,3
1633703795,143.5,2
1633703797,143.51,1
1633703799,143.51,3
1633703800,143.51,1
1633703802,143.51,3
1633703805,143.51,4
1633703812,143.5,1
1633703813,143.5,2
1633703814,143.5,1
1633703817,143.49,1
1633703819,143.49,2
1633703820,143.49,1
1633703821,143.49,2
1633703822,143.48,1
1633703822,143.48,1
1633703829,143.53,1
1633703831,143.51,5
1633703838,143.56,70
1633703839,143.56,1
1633703839,143.56,5
1633703843,143.56,1
1633703846,143.56,20
1633703847,143.56,5
1633703847,143.56,1
1633703850,143.55,20
1633703850,143.55,1
1633703855,143.56,1
1633703859,143.54,6
1633703860,143.54,5
1633703868,143.53,1
1633703870,143.53,52
1633703872,143.53,1
1633703873,143.54,5
1633703874,143.55,1
1633703875,143.55,2
1633703876,143.55,1
1633703877,143.53,5
1633703878,143.54,1
1633703879,143.54,2
1633703884,143.51,5
1633703884,143.51,1
1633703887,143.51,8
1633703888,143.52,1
1633703893,143.58,3
1633703894,143.58,10
1633703894,143.58,1
1633703895,143.59,5
1633703898,143.6,1
1633703899,143.6,3
1633703899,143.6,1
1633703901,143.59,1
1633703906,143.57,1
1633703907,143.58,2
1633703909,143.59,5
1633703909,143.59,1
1633703911,143.59,3
1633703912,143.6,1
1633703912,143.6,4
1633703913,143.6,17
1633703913,143.6,1
1633703915,143.62,1
1633703921,143.65,10
1633703923,143.63,1
1633703929,143.62,2
1633703930,143.62,1
1633703934,143.6,33
1633703935,143.6,1
1633703940,143.59,2
1633703942,143.55,1
1633703944,143.54,17
1633703949,143.54,5
1633703956,143.58,2
1633703957,143.6,1
1633703958,143.6,3
1633703966,143.63,3
1633703966,143.63,1
1633703967,143.63,5
1633703968,143.62,1
1633703971,143.62,1
1633703974,143.59,1
1633703977,143.57,2
1633703978,143.57,1
1633703980,143.57,3
1633703985,143.54,3
1633703986,143.53,1
1633703988,143.51,17
1633703988,143.5,1
1633703992,143.48,1
1633703992,143.48,13
1633703994,143.48,5
1633703995,143.48,1
1633703997,143.49,1
1633703997,143.49,2
1633703998,143.49,1
1633703999,143.49,5
1633703999,143.49,1
1633704004,143.51,5
1633704004,143.51,1
1633704006,143.52,2
1633704007,143.5,1
1633704010,143.52,10
1633704013,143.51,5
1633704015,143.49,1
1633704016,143.49,20
1633704016,143.49,1
1633704017,143.51,1
1633704018,143.51,3
1633704022,143.5,3
1633704028,143.4,1
1633704028,143.4,3
1633704030,143.4,20
1633704031,143.41,1
1633704032,143.43,1
1633704040,143.4,9
1633704040,143.4,1
1633704042,143.4,2
1633704043,143.37,1
1633704044,143.38,4
1633704048,143.33,1
1633704050,143.33,2
1633704051,143.32,5
1633704051,143.32,1
1633704052,143.32,2
1633704052,143.32,10
1633704053,143.32,6
1633704054,143.31,1
1633704054,143.32,5
1633704055,143.32,1
1633704061,143.26,1
1633704062,143.29,3
1633704063,143.28,20
1633704074,143.17,1
1633704078,143.2,1
1633704080,143.19,30
1633704080,143.18,5
1633704081,143.18,1
1633704082,143.19,5
1633704084,143.18,12
1633704091,143.17,2
1633704092,143.18,2
1633704094,143.2,2
1633704095,143.19,1
1633704096,143.19,2
1633704103,143.16,1
1633704107,143.16,2
1633704111,143.17,5
1633704112,143.19,3
1633704112,143.19,1
1633704117,143.18,6
1633704118,143.18,5
1633704119,143.18,1
1633704119,143.18,4
1633704124,143.15,5
1633704125,143.15,1
1633704127,143.18,1
1633704132,143.15,3
1633704133,143.17,4
1633704137,143.16,1
1633704138,143.16,2
1633704143,143.17,4
1633704150,143.18,1
1633704156,143.19,1
1633704157,143.19,2
1633704159,143.16,1
1633704160,143.16,2
1633704166,143.12,3
1633704167,143.12,1
1633704168,143.13,2
1633704169,143.1,6
1633704170,143.1,1
1633704171,143.09,48
1633704176,143.1,5
1633704180,143.1,1
1633704184,143.09,40
1633704186,143.1,3
1633704189,143.09,1
1633704189,143.09,3
1633704190,143.09,1
1633704193,143.1,2
1633704193,143.1,4
1633704199,143.09,1
1633704201,143.1,1
1633704201,143.1,2
1633704203,143.1,1
1633704205,143.09,5
1633704206,143.09,1
1633704208,143.12,1
1633704209,143.11,1
1633704210,143.11,2
1633704212,143.12,2
1633704213,143.14,2
1633704214,143.12,1
1633704217,143.12,30
1633704218,143.12,1
1633704218,143.11,1
1633704219,143.11,23
1633704223,143.1,6
1633704230,143.13,3
1633704232,143.15,1
1633704233,143.16,1
1633704233,143.16,10
1633704233,143.18,1
1633704235,143.16,4
1633704237,143.17,2
1633704239,143.16,5
1633704239,143.16,2
1633704241,143.21,2
1633704248,143.2,1
1633704251,143.21,17
1633704253,143.25,2
1633704256,143.24,2
1633704256,143.24,1
1633704257,143.24,11
1633704263,143.25,1
1633704266,143.24,6
1633704267,143.26,3
1633704274,143.24,1
1633704283,143.26,1
1633704289,143.26,5
1633704289,143.26,1
1633704292,143.25,1
1633704294,143.24,4
1633704295,143.23,3
1633704306,143.23,3
1633704307,143.24,1
1633704312,143.28,2
1633704312,143.28,1
1633704313,143.27,25
1633704314,143.26,10
1633704315,143.26,5
1633704316,143.29,1
1633704318,143.3,1
1633704319,143.3,2
1633704321,143.3,2
1633704322,143.3,1
1633704326,143.3,2
1633704326,143.3,11
1633704328,143.3,1
1633704331,143.32,3
1633704332,143.32,1
1633704335,143.3,1
1633704338,143.27,2
1633704338,143.27,4
1633704339,143.26,1
1633704341,143.25,10
1633704342,143.23,10
1633704344,143.21,5
1633704344,143.21,2
1633704345,143.21,1
1633704346,143.21,4
1633704346,143.21,1
1633704348,143.21,1
1633704348,143.18,5
1633704349,143.19,1
1633704350,143.19,9
1633704350,143.19,1
1633704352,143.18,1
1633704352,143.18,2
1633704356,143.2,1
1633704357,143.2,1
1633704359,143.22,10
1633704365,143.22,2
1633704365,143.22,1
1633704370,143.23,1
1633704377,143.2,1
1633704378,143.2,20
1633704380,143.17,1
1633704386,143.18,5
1633704386,143.18,1
1633704387,143.18,2
1633704388,143.17,4
1633704389,143.16,3
1633704390,143.16,2
1633704390,143.16,1
1633704395,143.2,2
1633704395,143.2,1
1633704396,143.19,2
1633704397,143.19,80
1633704397,143.19,5
1633704400,143.2,17
1633704401,143.2,3
1633704402,143.22,10
1633704403,143.23,1
1633704404,143.23,4
1633704405,143.23,2
1633704406,143.2,3
1633704411,143.22,1
1633704413,143.24,1
1633704415,143.22,5
1633704418,143.22,5
1633704423,143.24,1
1633704423,143.24,2
1633704431,143.25,1
1633704433,143.26,2
1633704434,143.26,1
1633704435,143.26,10
1633704442,143.24,1
1633704442,143.24,4
1633704443,143.24,3
1633704445,143.24,16
1633704446,143.24,2
1633704448,143.25,1
1633704452,143.25,2
1633704452,143.25,3
1633704454,143.25,1
1633704455,143.27,7
1633704457,143.24,10
1633704462,143.24,4
1633704463,143.24,1
1633704465,143.23,2
1633704466,143.23,1
1633704467,143.24,3
1633704470,143.23,5
1633704472,143.24,1
1633704478,143.25,1
1633704478,143.24,2
1633704479,143.24,1
1633704481,143.22,5
1633704481,143.22,1
1633704496,143.23,3
1633704498,143.26,1
1633704500,143.27,6
1633704501,143.28,4
1633704501,143.28,1
1633704503,143.28,5
1633704508,143.28,10
1633704508,143.28,1
1633704511,143.29,2
1633704511,143.29,1
1633704513,143.29,5
1633704513,143.29,1
1633704514,143.29,7
1633704515,143.28,2
1633704522,143.33,180
1633704522,143.33,1
1633704525,143.35,3
1633704527,143.32,2
1633704527,143.32,1
1633704529,143.32,10
1633704530,143.32,1
1633704538,143.32,1
1633704540,143.3,5
1633704540,143.3,1
1633704545,143.35,20
1633704545,143.34,5
1633704546,143.34,1
1633704548,143.38,3
1633704550,143.36,1
1633704556,143.3,3
1633704557,143.3,1
1633704557,143.3,2
1633704558,143.3,1
1633704561,143.29,1
1633704561,143.31,3
1633704564,143.28,3
1633704565,143.28,1
1633704567,143.28,1
1633704570,143.26,15
1633704571,143.26,1
1633704575,143.27,2
1633704577,143.26,6
1633704578,143.26,1
1633704581,143.26,8
1633704583,143.23,1
1633704584,143.24,1
1633704585,143.24,2
1633704585,143.24,1
1633704591,143.26,4
1633704592,143.26,62
1633704595,143.26,3
1633704597,143.27,1
1633704598,143.27,2
1633704603,143.3,1
1633704606,143.33,53
1633704606,143.32,1
1633704607,143.32,10
1633704607,143.32,1
1633704608,143.32,1
1633704609,143.32,6
1633704610,143.3,3
1633704612,143.29,2
1633704612,143.29,25
1633704614,143.27,3
1633704615,143.26,2
1633704616,143.26,1
1633704619,143.23,1
1633704621,143.24,1
1633704624,143.23,7
1633704625,143.23,1
1633704626,143.23,3
1633704626,143.23,1
1633704630,143.29,1
1633704632,143.31,50
1633704634,143.34,2
1633704635,143.34,1
1633704637,143.36,1
1633704639,143.35,4
1633704640,143.35,1
1633704642,143.35,1
1633704642,143.35,1
1633704643,143.34,1
1633704646,143.35,2
1633704647,143.37,1
1633704649,143.37,6
1633704650,143.37,1
1633704651,143.37,1
1633704652,143.37,3
1633704657,143.37,100
1633704658,143.37,1
1633704663,143.39,1
1633704664,143.38,1
1633704668,143.39,5
1633704669,143.38,1
1633704672,143.36,3
1633704674,143.34,3
1633704676,143.34,2
1633704676,143.34,10
1633704677,143.34,1
1633704683,143.35,1
1633704689,143.36,1
1633704693,143.35,1
1633704695,143.35,1
1633704697,143.32,52
1633704701,143.34,1
1633704702,143.34,2
1633704706,143.36,3
1633704711,143.36,2
1633704728,143.38,3
1633704730,143.4,17
1633704734,143.46,9
1633704740,143.46,2
1633704742,143.49,1
1633704743,143.46,4
1633704744,143.45,1
1633704747,143.43,20
1633704748,143.43,1
1633704749,143.44,1
1633704750,143.46,3
1633704751,143.46,1
1633704753,143.46,3
1633704753,143.46,7
1633704754,143.47,2
1633704755,143.47,1
1633704758,143.43,6
1633704761,143.44,2
1633704762,143.44,1
1633704767,143.43,5
1633704767,143.43,1
1633704771,143.43,10
1633704773,143.43,1
1633704778,143.43,17
1633704779,143.42,52
1633704781,143.42,5
1633704782,143.43,1
1633704784,143.45,53
1633704784,143.45,1
1633704789,143.44,2
1633704790,143.43,1
1633704796,143.43,1
1633704797,143.43,4
1633704798,143.43,5
1633704801,143.42,1
1633704801,143.42,53
1633704803,143.43,2
1633704803,143.43,1
1633704810,143.43,17
1633704814,143.45,1
1633704816,143.45,4
1633704816,143.45,1
1633704818,143.45,1
1633704819,143.45,2
1633704820,143.45,1
1633704825,143.43,1
1633704828,143.43,3
1633704829,143.42,3
1633704832,143.42,5
1633704833,143.41,53
1633704837,143.43,1
1633704840,143.42,1
1633704843,143.43,1
1633704845,143.43,3
1633704846,143.41,2
1633704849,143.4,53
1633704854,143.41,14
1633704855,143.41,1
1633704857,143.41,1
1633704859,143.39,2
1633704863,143.4,10
1633704863,143.4,1
1633704866,143.4,7
1633704866,143.4,2
1633704867,143.4,1
1633704870,143.4,9
1633704871,143.4,5
1633704877,143.39,3
1633704878,143.39,1
1633704886,143.44,1
1633704886,143.46,53
1633704891,143.46,73
1633704891,143.46,1
1633704894,143.46,12
1633704896,143.45,2
1633704903,143.45,3
1633704903,143.45,1
1633704905,143.46,17
1633704912,143.41,3
1633704913,143.41,1
1633704914,143.41,4
1633704915,143.41,3
1633704917,143.41,1
1633704918,143.41,4
1633704923,143.39,1
1633704923,143.39,2
1633704925,143.38,1
1633704926,143.38,3
1633704932,143.37,4
1633704933,143.38,1
1633704933,143.38,3
1633704942,143.34,5
1633704945,143.35,5
1633704947,143.35,1
1633704947,143.35,3
1633704949,143.33,1
1633704953,143.37,3
1633704955,143.36,1
1633704956,143.37,5
1633704958,143.37,1
1633704964,143.4,5
1633704965,143.4,1
1633704966,143.4,5
1633704966,143.4,1
1633704967,143.4,2
1633704971,143.4,1
1633704971,143.4,15
1633704971,143.4,1
1633704974,143.41,10
1633704975,143.4,53
1633704975,143.4,53
1633704977,143.4,1
1633704979,143.4,1
1633704980,143.43,1
1633704981,143.43,2
1633704982,143.43,1
1633704986,143.43,17
1633704989,143.43,2
1633704991,143.43,1
1633704991,143.43,10
